ma,year,R_squared,SYNCH,BIG4,VOL,SIZE,LEV,S_ROA,M/B,INDN,INDS,Lamda,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
D2D,2019,0.082474379,-2.409192813,0,1.200594674,12.32193887,0.620168754,0.067141577,1.730621949,4.234106505,34.59463017,0.603005716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
D2D,2020,0.381462546,-0.483345076,0,1.894129478,12.30181394,0.516176915,0.06297814,1.878818237,4.234106505,34.71480462,0.617092007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
D2D,2021,0.40685308,-0.376989988,0,2.179780188,12.25188448,0.385785068,0.059089798,0.607755158,4.234106505,34.81663746,0.613781243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DAD,2019,0.015166303,-4.173396758,0,0.014316611,11.04858593,0.253571156,0.018307432,1.144007915,2.995732274,28.76942694,0.677631905,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DAD,2018,0.013340446,-4.303524608,0,0.01938657,10.97213819,0.15095345,0.021070233,1.350015555,2.995732274,28.69776577,0.657132206,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAD,2022,0.034203764,-3.340617178,0,0.037620849,11.22387271,0.435902377,0.017558286,0.846960216,2.995732274,28.92239926,0.678808012,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DAD,2020,0.013195886,-4.314566423,0,0.05297451,11.05620796,0.233695671,0.016457891,1.479041883,2.995732274,28.78669004,0.682937965,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DAD,2023,0.00679577,-4.984635986,0,0.083223225,11.22116095,0.41074596,0.020495607,1.024949679,2.995732274,28.94892524,0.676390767,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
DAD,2017,0.017609126,-4.021571987,0,0.085498856,10.97627674,0.175524984,0.024983628,1.114461347,2.995732274,28.67793837,0.67746214,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAD,2016,0.009709526,-4.62489086,0,0.102661411,10.99368348,0.287218122,0.000102855,1.416390334,2.995732274,28.60030932,0.65618342,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAD,2021,0.052758826,-2.887822664,0,0.318234252,11.11261025,0.295610864,0.015815748,0.95300758,2.995732274,28.88547497,0.678027892,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DAE,2022,0.045045123,-3.053999365,0,0.054186206,10.6737429,0.170816364,0.021614927,0.823670958,2.995732274,28.92239926,0.680170131,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DAE,2017,0.033611436,-3.358699631,0,0.097646035,10.56476556,0.181772988,0.001909942,0.763415495,2.995732274,28.67793837,0.680578235,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAE,2018,0.020503731,-3.86643158,0,0.098978096,10.56302022,0.140616769,0.002266347,0.834718176,2.995732274,28.69776577,0.661608491,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAE,2023,0.013479806,-4.292991111,0,0.1053435,10.69211144,0.153325632,0.024821039,0.734764945,2.995732274,28.94892524,0.680143304,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
DAE,2020,0.076588634,-2.48962614,0,0.126321983,10.70275248,0.271235827,0.00839134,1.080476419,2.995732274,28.78669004,0.687608282,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DAE,2016,0.015977377,-4.120475082,0,0.168871275,10.59006608,0.203144723,0.002522287,0.797530536,2.995732274,28.60030932,0.660089966,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAE,2019,0.025397386,-3.647383559,0,0.21605056,10.63535558,0.185292427,0.004211984,0.702806098,2.995732274,28.76942694,0.681076885,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DAE,2021,0.021283337,-3.828317719,0,0.493380986,10.67049487,0.175184991,0.00995114,0.834249475,2.995732274,28.88547497,0.680231373,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DAG,2019,0.031832378,-3.414921286,0,0.778482438,12.20793788,0.583525231,0.006952816,0.593270432,2.833213344,32.32161829,0.663800242,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DAG,2018,0.177429409,-1.533861467,0,1.291949707,12.13985128,0.551607529,0.005760102,0.561696191,2.772588722,32.28394154,0.644958496,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAG,2017,0.142407925,-1.795432903,0,1.571750594,12.11139936,0.545246602,0.005130817,0.61857415,2.708050201,30.69981086,0.662516462,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAG,2020,0.208021904,-1.336890353,0,1.611325879,12.24048171,0.610936839,0.016851475,0.811133979,2.833213344,32.3563235,0.669248147,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DAG,2022,0.40374384,-0.389889758,0,2.570463871,12.3381635,0.684670267,0.021388278,0.328621111,2.833213344,32.39439796,0.657627039,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DAG,2023,0.223975934,-1.242644924,0,2.645090703,12.15905028,0.944405445,0.053035876,1.444234206,2.833213344,32.37123061,0.694777416,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DAG,2021,0.164389965,-1.625920596,0,3.476363855,12.30723997,0.664936355,0.020207888,0.332966847,2.833213344,32.37769818,0.661225427,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DAG,2016,0.217445424,-1.280615768,0,3.982713207,12.03135481,0.536188707,0.006915645,0.824147858,2.48490665,30.44471429,0.643059699,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DAH,2020,0.042851726,-3.106212382,0,-6.228747525,11.78784038,0.464929336,0.036836057,0.989687733,1.098612289,28.71532905,0.713879219,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DAH,2018,0.028557229,-3.526872259,0,2.00085728,11.86101322,0.501752366,0.019372903,0.775142396,1.098612289,28.64188019,0.663555689,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAH,2022,0.707102975,0.88135521,0,2.143401722,12.0652433,0.216284423,0.033737913,0.3966136,1.098612289,29.06757718,0.683323723,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DAH,2016,0.144170496,-1.78107458,0,2.663808364,11.85734757,0.476645204,0.026878544,0.4356358,1.098612289,27.88123442,0.663467351,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAH,2023,0.399942214,-0.405705888,0,3.51440987,12.05024271,0.178632358,0.03193507,0.379861364,1.098612289,29.28787596,0.683167354,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
DAH,2017,0.001580977,-6.448129997,0,3.883117722,11.8584217,0.482365289,0.019126061,0.567508935,1.098612289,28.5432173,0.682232336,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAH,2019,0.048642659,-2.973388851,0,4.391347988,11.79519733,0.420429438,0.021123106,0.416078364,1.098612289,28.71355189,0.684678883,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DAH,2021,0.248696928,-1.105574132,0,6.293901423,12.05195945,0.234075491,0.03539754,0.458421031,1.098612289,28.91126663,0.674295158,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DAT,2019,0.050652498,-2.930786366,0,0.000120262,12.1973773,0.625893745,0.009017566,2.34184375,2.772588722,32.10607173,0.639104961,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DAT,2017,0.025745712,-3.633404257,0,0.000484516,12.12124986,0.640285263,0.003112646,0.837486497,2.772588722,32.11045936,0.665860847,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DAT,2020,0.004244115,-5.457968907,0,0.007131185,12.21462297,0.60573064,0.008087352,1.542295771,2.772588722,32.19421151,0.65840776,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DAT,2021,0.010814606,-4.515984102,0,0.008844268,12.21118661,0.57967052,0.008274917,0.659566441,2.772588722,32.03337196,0.653832429,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
DAT,2023,0.030926495,-3.444727192,0,0.015889884,12.22078788,0.493721737,0.010113095,0.747680047,2.772588722,32.18645366,0.640886431,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DAT,2022,0.066793729,-2.637017057,0,0.032843481,12.24369874,0.562784474,0.009897428,0.747377526,2.772588722,32.14319524,0.640908699,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DAT,2018,0.022405399,-3.775793123,0,0.035698931,12.13589851,0.614543526,0.007332364,1.442273589,2.772588722,32.17658843,0.63910266,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DAT,2016,0.027260736,-3.574668652,0,0.053437205,12.03965574,0.589087899,0.000730462,2.365386507,2.708050201,32.04885343,0.640657474,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DBC,2018,0.089253632,-2.322782329,1,0.165740386,12.92168717,0.671074971,0.024132348,0.676954415,2.772588722,32.17658843,0.558229962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DBC,2019,0.021804737,-3.803582073,1,0.239043392,12.98190577,0.684530738,0.02304168,1.896685332,2.772588722,32.10607173,0.561621833,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DBC,2017,0.028023304,-3.546295377,1,0.291647611,12.84442846,0.64193171,0.028690491,0.817390918,2.772588722,32.11045936,0.59314211,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DBC,2016,0.09048033,-2.307784142,1,1.117388981,12.74266794,0.576952991,0.024194999,0.955953881,2.708050201,32.04885343,0.558807266,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DBC,2022,0.449096614,-0.204321412,1,3.419034538,13.11307737,0.642269887,0.043376653,1.355686209,2.772588722,32.14319524,0.487556856,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
DBC,2021,0.458706417,-0.165551407,1,5.011617971,13.03593196,0.568616829,0.039023319,0.382416248,2.772588722,32.03337196,0.507474567,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
DBC,2020,0.371762025,-0.524665104,1,5.169150655,13.00437604,0.583521711,0.042428235,1.792981452,2.772588722,32.19421151,0.520164476,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
DBC,2023,0.527431357,0.109835716,1,6.009084158,13.11433418,0.641381731,0.044932905,1.680339818,2.772588722,32.18645366,0.493385267,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
DBD,2023,0.193145936,-1.429696763,1,0,12.29861498,0.279584274,0.032221228,2.958044781,2.890371758,30.85004572,0.573853824,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
DBD,2018,0.050169987,-2.940866065,1,0.207082591,12.15665238,0.379049776,0.0450779,3.146312249,2.833213344,30.91752116,0.556349163,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DBD,2019,0.036029392,-3.286725744,1,0.540746804,12.20966322,0.424573978,0.043021676,2.81973441,2.890371758,30.91828282,0.584575264,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DBD,2017,0.05526235,-2.838815433,1,0.549988291,12.18870074,0.460551978,0.051606144,2.546606714,2.833213344,30.86828292,0.584377064,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DBD,2022,0.14778756,-1.752060003,1,0.684755625,12.27777355,0.285158646,0.034093133,2.113657891,2.890371758,30.8394304,0.582850402,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DBD,2020,0.112123385,-2.069232865,1,1.005755343,12.15758049,0.31221717,0.039536485,2.70206354,2.890371758,30.92783734,0.593908637,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DBD,2021,0.289263326,-0.898964566,1,1.220541733,12.19299039,0.268652944,0.03613116,2.017990776,2.890371758,30.85953782,0.582694941,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DBT,2019,0.011370195,-4.465324464,0,0.157421052,11.85368865,0.666849602,0.009086321,0.790579479,2.890371758,30.91828282,0.611816098,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DBT,2020,0.073782585,-2.529986269,1,0.173641676,11.95308589,0.724572621,0.014213041,0.738755099,2.890371758,30.92783734,0.6211469,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DBT,2023,0.130153394,-1.89960317,1,0.38994307,11.93227497,0.710282056,0.014983407,0.823238224,2.890371758,30.85004572,0.611167582,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
DBT,2018,0.100734814,-2.189086514,0,0.562841777,11.79056342,0.611588077,0.008666498,0.575146683,2.833213344,30.91752116,0.590395165,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DBT,2016,0.057746362,-2.792214147,0,0.738417711,11.72579223,0.700548814,0.000783739,0.763868693,2.63905733,30.60895897,0.590949005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DBT,2017,0.006842341,-4.977759479,0,0.812719452,11.79031514,0.594317796,0.000908005,0.541138155,2.833213344,30.86828292,0.61186551,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DBT,2022,0.268826703,-1.000583556,1,0.907721039,11.92465125,0.733213249,0.014811617,0.677661879,2.890371758,30.8394304,0.613550909,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DBT,2021,0.214054027,-1.300659608,1,2.753834007,11.89597021,0.746431101,0.01532978,0.825727187,2.890371758,30.85953782,0.615628925,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DC2,2018,0.021645486,-3.811075139,0,0.045025102,10.73514432,0.66331358,0.084115579,0.716199416,4.304065093,32.64948284,0.694299337,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DC2,2019,0.01737662,-4.035100296,0,0.057325915,11.20329595,0.841513487,0.081508445,1.334188139,4.317488114,32.91248804,0.682864489,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DC2,2017,0.009735565,-4.622186377,0,0.27233491,10.99175604,0.679293756,0.018879667,0.592609768,4.276666119,32.57285203,0.686741856,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DC2,2016,0.023513199,-3.726399316,0,0.334894942,10.90796908,0.61829303,0.024079784,0.579374952,4.189654742,32.33691014,0.665528628,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DC2,2020,0.014773608,-4.200029108,0,0.34958305,11.33183693,0.834267171,0.076260114,1.090625843,4.317488114,32.999352,0.690565677,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DC2,2023,0.06435966,-2.676744116,0,0.386341179,11.59765011,0.797450889,0.060716404,0.800847864,4.317488114,33.30491724,0.684841725,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DC2,2022,0.17956075,-1.519326276,0,0.608432562,11.64587103,0.819855201,0.064822661,0.433391359,4.317488114,33.21632551,0.685602246,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DC2,2021,0.056402388,-2.817188312,0,1.555547199,11.41578372,0.714605542,0.070011728,0.529820725,4.317488114,33.13744095,0.684006985,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DC4,2020,0.006402866,-5.044586098,0,0.079887151,11.794023,0.406282414,0.013683366,2.446595848,4.317488114,32.999352,0.67465477,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DC4,2018,0.008722536,-4.73308441,0,0.16793825,11.54279854,0.586252086,0.008870421,0.959906369,4.304065093,32.64948284,0.661776949,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DC4,2019,0.014194134,-4.240630676,0,0.218042515,11.81902154,0.487651953,0.013087904,1.047541422,4.317488114,32.91248804,0.677153141,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DC4,2016,0.017638103,-4.01989825,0,0.244530575,11.4411074,0.699044556,0.00493243,0.596962322,4.189654742,32.33691014,0.665239543,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DC4,2017,0.024647757,-3.678112761,0,0.552626096,11.53773523,0.742917891,0.003505621,0.752066654,4.276666119,32.57285203,0.684389922,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DC4,2023,0.216661802,-1.28522691,0,0.605940627,12.22475943,0.58159469,0.02278948,0.882434337,4.317488114,33.30491724,0.677283276,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DC4,2022,0.486839543,-0.052653992,0,0.641449794,12.07100053,0.494768435,0.019013589,0.634446338,4.317488114,33.21632551,0.706068927,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DC4,2021,0.142499083,-1.794686685,0,0.648892763,11.99197573,0.386813148,0.014127699,0.596383857,4.317488114,33.13744095,0.676303299,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DCL,2018,0.188301223,-1.461086377,0,0.246022306,12.23827929,0.534858689,0.042766,1.835305585,2.833213344,30.91752116,0.57960981,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DCL,2022,0.182055087,-1.502485676,0,0.317680269,12.32331871,0.338981506,0.030190028,1.201904743,2.890371758,30.8394304,0.599552993,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DCL,2023,0.156841413,-1.681919879,0,0.377949648,12.3574507,0.362978086,0.029931499,1.361849411,2.890371758,30.85004572,0.597016456,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
DCL,2019,0.036583249,-3.27089562,0,0.443196781,12.23362334,0.483540304,0.03770773,1.847469653,2.890371758,30.91828282,0.60185133,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DCL,2020,0.10692039,-2.122591183,0,0.449335551,12.25537068,0.460679989,0.035391068,2.247570093,2.890371758,30.92783734,0.609642199,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DCL,2017,0.091491263,-2.295561027,0,1.020653185,12.08677099,0.351623488,0.021052687,0.72744354,2.833213344,30.86828292,0.608250843,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DCL,2016,0.195403244,-1.415275889,0,1.332159103,11.92705823,0.223263297,0.023507042,1.990294997,2.63905733,30.60895897,0.571709972,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DCL,2021,0.178109898,-1.529205923,0,1.477073888,12.25067076,0.42635933,0.032608347,1.399314293,2.890371758,30.85953782,0.605286909,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DCM,2016,0.07990834,-2.443593071,1,0.100248077,13.11284125,0.548837845,0.009830561,1.226166145,2.995732274,31.40634353,0.58097938,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DCM,2019,0.263979797,-1.025384992,1,0.143351238,13.00743174,0.399727661,0.007692742,1.235431658,3.044522438,31.50748267,0.565248369,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DCM,2018,0.617300242,0.478104761,1,0.322066347,13.0425986,0.431682775,0.006156099,0.504160537,3.044522438,31.54911059,0.555818059,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DCM,2017,0.578614024,0.31708641,1,0.826343805,13.09538432,0.505985795,0.007041953,0.833650384,3.044522438,31.44778583,0.593557012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DCM,2020,0.698519784,0.840259105,1,0.83889614,12.94039099,0.274280277,0.010639942,2.435101151,3.044522438,31.46395399,0.555388022,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DCM,2023,0.764404285,1.176979556,1,1.469933302,13.18292701,0.346147448,0.099872993,2.03239698,3.044522438,31.84631007,0.461614501,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DCM,2021,0.702973818,0.861499359,1,2.090582931,13.04423084,0.324601217,0.050407421,1.826469956,3.044522438,31.66593332,0.509453083,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DCM,2022,0.841711094,1.671014954,1,2.490651098,13.15127362,0.251390338,0.106215444,1.542458059,3.044522438,31.87592201,0.413538161,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DDG,2018,0.342350379,-0.652837588,0,0.066031016,11.60058842,0.640131345,0.017560088,2.216637515,2.833213344,31.99055955,0.655541513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DDG,2022,0.052286326,-2.897317538,0,1.180890648,12.26793826,0.579644489,0.012252194,0.422472496,2.833213344,32.2642951,0.674013243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DDG,2020,0.048543687,-2.975529622,0,1.438405425,11.8642076,0.495951366,0.013708778,2.47524729,2.833213344,32.0172407,0.675713829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DDG,2019,0.01835553,-3.979298278,0,1.57906827,11.80539383,0.753205034,0.015253701,2.321405226,2.833213344,31.98900664,0.673665725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DDG,2021,0.03819505,-3.226105738,0,1.605008635,12.19125337,0.551452698,0.013231516,3.274741515,2.833213344,32.22004035,0.658536215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DDG,2023,0.126087989,-1.935999705,0,5.722192242,12.19077907,0.630648993,0.050378764,0.323693589,2.833213344,32.3180592,0.704743771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DGC,2016,0.189100171,-1.455867652,0,0.173747911,12.3020521,0.319622747,0.061375766,1.261257146,2.995732274,31.40634353,0.616741659,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DGC,2017,0.147911987,-1.751072413,0,0.227577048,11.94764492,0.24845338,0.063630997,3.302926508,3.044522438,31.44778583,0.657017492,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DGC,2019,0.160440013,-1.654957805,0,0.235241988,12.67411279,0.269024938,0.089967887,1.975183323,3.044522438,31.50748267,0.59234325,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DGC,2018,0.18082609,-1.510760664,0,0.244279989,12.67486081,0.330776765,0.098414868,0.837794298,3.044522438,31.54911059,0.561890083,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DGC,2021,0.427888796,-0.290470046,1,0.700086509,12.93045963,0.256841555,0.095249096,1.537346874,3.044522438,31.66593332,0.515781256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DGC,2020,0.399827238,-0.406185001,0,0.798256359,12.76909286,0.307806803,0.080469844,4.725510897,3.044522438,31.46395399,0.561063446,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DGC,2022,0.797131014,1.368458667,1,1.484272172,13.12727274,0.19183094,0.141583768,3.207579351,3.044522438,31.87592201,0.423457743,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DGC,2023,0.769816694,1.207276451,1,1.742245443,13.19313891,0.228401534,0.132595038,3.644038779,3.044522438,31.84631007,0.496267022,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DGW,2016,0.039034442,-3.203494184,1,0.446948764,12.11601364,0.518011914,0.021491257,0.996814808,1.791759469,30.87294806,0.601259441,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DGW,2021,0.267285508,-1.008438716,1,0.720895869,12.81589788,0.727833009,0.03010162,1.968613021,2.197224577,32.1679743,0.357394636,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DGW,2022,0.588119158,0.356195487,1,1.354314101,12.80314433,0.618706348,0.029473125,3.704747468,2.197224577,32.09915411,0.340946241,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DGW,2017,0.049512053,-2.95475934,1,2.070792287,12.2024744,0.567467374,0.016872218,1.332905946,1.945910149,31.16469119,0.623763368,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DGW,2023,0.597749148,0.396095276,1,2.565370197,12.87268253,0.647829625,0.029437998,4.188806564,2.197224577,32.18893907,0.368306953,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
DGW,2020,0.360746607,-0.572125131,1,3.000256636,12.4869611,0.622456252,0.017975289,4.152836795,2.197224577,31.80969652,0.460449949,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DGW,2018,0.222564712,-1.250782509,1,3.069182004,12.34700512,0.655257037,0.013997946,1.307918871,2.197224577,31.44300018,0.566277968,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DGW,2019,0.2059837,-1.349306952,1,3.078207071,12.38112505,0.615456472,0.012812817,3.696894899,2.197224577,31.72157279,0.523648958,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DHA,2019,0.016912616,-4.062638155,0,0.255355893,11.63001428,0.092648551,0.019374659,1.914064216,3.761200116,31.96163948,0.668620356,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DHA,2020,0.091254982,-2.298406963,0,0.433121439,11.67709232,0.098320367,0.033371621,1.78466282,3.761200116,32.00997821,0.676878275,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DHA,2018,0.057303892,-2.800375429,0,0.43925554,11.62248021,0.078398992,0.020851632,1.228730765,3.761200116,31.90152527,0.654047205,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DHA,2021,0.28214248,-0.933858917,0,1.129287312,11.72527559,0.117913949,0.031353143,1.187439567,3.761200116,32.09515594,0.67344292,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DHA,2023,0.228947743,-1.214262369,0,1.141059397,11.67126169,0.124340772,0.03479281,1.490762448,3.761200116,32.17513581,0.671056021,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DHA,2022,0.477330579,-0.090739895,0,1.250474209,11.69144634,0.099807105,0.03599162,1.23217838,3.761200116,32.18623781,0.672224863,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DHA,2017,0.07682933,-2.486227657,0,1.278052406,11.58268389,0.064732123,0.018154403,1.333305569,3.737669618,31.83863446,0.673050724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DHA,2016,0.145016102,-1.774237853,0,1.406252875,11.56259013,0.087514846,0.009327718,1.515237715,3.713572067,31.7447172,0.651417261,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DHC,2018,0.881551825,2.00720827,1,0.507921711,12.25821498,0.535400193,0.056803648,1.856477011,1.791759469,29.014563,0.645726335,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DHC,2017,0.758070124,1.142127978,1,0.569860022,12.11057131,0.448717964,0.05829488,1.46586032,1.609437912,28.728237,0.668236227,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DHC,2023,0.337826106,-0.672996917,1,0.704183055,12.46465309,0.364719642,0.048737995,1.910287509,1.791759469,29.72018369,0.626171213,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DHC,2019,0.84556612,1.700240323,1,0.833267424,12.32495658,0.470804917,0.052422229,3.204519448,1.791759469,29.13152116,0.647490012,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
